user_id,event_name,event_time
22,browsed_pricing,2024-04-10 01:04:00
22,returned_visit,2024-04-12 20:36:00
22,viewed_feature,2024-04-13 14:27:00
22,returned_visit,2024-04-14 08:39:00
23,visited_homepage,2024-03-25 08:00:00
23,viewed_feature,2024-03-26 10:56:00
23,viewed_feature,2024-03-26 22:14:00
23,viewed_feature,2024-04-26 14:11:00
24,visited_homepage,2024-02-17 14:00:00
24,clicked_upgrade,2024-02-18 20:10:00
24,viewed_feature,2024-03-07 20:32:00
24,viewed_feature,2024-03-17 23:09:00
24,viewed_feature,2024-03-26 10:16:00
24,clicked_upgrade,2024-03-27 20:41:00
25,visited_homepage,2024-03-02 18:00:00
25,viewed_feature,2024-03-17 03:53:00
25,viewed_feature,2024-03-20 10:13:00
25,browsed_pricing,2024-04-05 13:34:00
25,clicked_upgrade,2024-04-06 20:36:00
26,visited_homepage,2024-02-18 14:00:00
26,clicked_upgrade,2024-02-27 21:16:00
26,viewed_feature,2024-03-17 15:03:00
26,viewed_feature,2024-03-26 13:44:00
26,viewed_feature,2024-03-27 15:19:00
27,visited_homepage,2024-01-08 08:00:00
27,browsed_pricing,2024-01-09 04:38:00
27,viewed_feature,2024-01-12 07:19:00
27,returned_visit,2024-01-28 13:16:00
27,used_advanced_feature,2024-02-04 21:35:00
27,browsed_pricing,2024-02-07 23:40:00
28,visited_homepage,2024-02-22 19:00:00
28,clicked_upgrade,2024-03-14 07:08:00
29,visited_homepage,2024-03-26 16:00:00
29,viewed_feature,2024-03-26 21:13:00
29,viewed_feature,2024-03-27 08:04:00
29,viewed_feature,2024-04-02 04:25:00
29,browsed_pricing,2024-04-08 17:58:00
29,viewed_feature,2024-04-12 01:16:00
29,viewed_feature,2024-04-13 02:48:00
29,used_advanced_feature,2024-04-20 06:05:00
29,viewed_feature,2024-04-20 17:02:00
29,used_advanced_feature,2024-04-21 06:11:00
29,clicked_upgrade,2024-04-23 16:10:00
29,browsed_pricing,2024-04-26 15:50:00
30,visited_homepage,2024-01-28 12:00:00
30,viewed_feature,2024-02-08 22:28:00
30,viewed_feature,2024-02-12 12:47:00
30,returned_visit,2024-02-21 09:02:00
30,returned_visit,2024-02-26 12:26:00
30,viewed_feature,2024-02-29 02:38:00
30,used_advanced_feature,2024-03-01 18:07:00
30,used_advanced_feature,2024-03-07 02:38:00
31,visited_homepage,2024-02-04 12:00:00
31,used_advanced_feature,2024-02-08 02:03:00
31,browsed_pricing,2024-02-09 13:29:00
31,viewed_feature,2024-02-13 10:34:00
31,viewed_feature,2024-02-16 09:56:00
31,browsed_pricing,2024-02-18 11:02:00
31,clicked_upgrade,2024-02-28 05:24:00
31,clicked_upgrade,2024-03-03 10:27:00
31,browsed_pricing,2024-03-06 09:00:00
31,viewed_feature,2024-03-08 15:21:00
32,visited_homepage,2024-03-17 20:00:00
32,viewed_feature,2024-03-21 20:36:00
32,viewed_feature,2024-03-25 05:53:00
32,viewed_feature,2024-03-26 01:49:00
32,viewed_feature,2024-04-03 10:22:00
32,browsed_pricing,2024-04-04 21:41:00
32,clicked_upgrade,2024-04-06 02:29:00
32,viewed_feature,2024-04-08 08:52:00
32,browsed_pricing,2024-04-09 15:44:00
32,viewed_feature,2024-04-22 02:37:00
32,viewed_feature,2024-04-22 05:16:00
32,viewed_feature,2024-04-26 11:54:00
33,visited_homepage,2024-02-10 15:00:00
33,viewed_feature,2024-02-13 13:05:00
33,returned_visit,2024-02-15 07:40:00
33,returned_visit,2024-02-26 01:50:00
33,browsed_pricing,2024-02-28 08:07:00
33,viewed_feature,2024-03-17 21:17:00
34,visited_homepage,2024-01-04 17:00:00
34,clicked_upgrade,2024-01-07 20:17:00
34,used_advanced_feature,2024-01-08 00:52:00
34,viewed_feature,2024-01-20 21:47:00
34,viewed_feature,2024-01-26 10:36:00
34,browsed_pricing,2024-01-29 02:16:00
34,viewed_feature,2024-02-05 03:32:00
34,used_advanced_feature,2024-02-07 19:55:00
34,viewed_feature,2024-02-12 19:12:00
34,viewed_feature,2024-02-13 08:50:00
34,used_advanced_feature,2024-02-13 13:58:00
35,visited_homepage,2024-03-10 13:00:00
35,viewed_feature,2024-03-13 05:00:00
35,browsed_pricing,2024-03-28 13:57:00
35,viewed_feature,2024-03-31 01:01:00
35,used_advanced_feature,2024-04-16 08:55:00
36,visited_homepage,2024-03-05 12:00:00
36,returned_visit,2024-03-13 04:44:00
36,clicked_upgrade,2024-04-07 19:13:00
37,visited_homepage,2024-03-16 17:00:00
37,returned_visit,2024-03-30 04:24:00
37,used_advanced_feature,2024-04-02 00:05:00
37,viewed_feature,2024-04-18 02:32:00
37,viewed_feature,2024-04-22 01:16:00
37,returned_visit,2024-04-22 21:46:00
37,returned_visit,2024-04-24 22:35:00
38,visited_homepage,2024-02-04 14:00:00
38,returned_visit,2024-03-02 21:44:00
39,visited_homepage,2024-02-28 13:00:00
39,browsed_pricing,2024-03-15 13:36:00
39,browsed_pricing,2024-03-27 20:37:00
40,visited_homepage,2024-01-11 17:00:00
40,viewed_feature,2024-01-16 05:34:00
40,returned_visit,2024-01-17 12:54:00
40,clicked_upgrade,2024-01-20 03:23:00
40,used_advanced_feature,2024-01-27 16:48:00
40,viewed_feature,2024-01-29 22:58:00
40,used_advanced_feature,2024-02-03 16:52:00
40,returned_visit,2024-02-20 21:36:00
41,visited_homepage,2024-01-23 11:00:00
41,browsed_pricing,2024-01-24 10:59:00
41,returned_visit,2024-02-02 22:40:00
42,visited_homepage,2024-03-18 15:00:00
42,viewed_feature,2024-04-12 11:40:00
43,visited_homepage,2024-01-19 18:00:00
43,viewed_feature,2024-02-06 01:00:00
43,viewed_feature,2024-02-09 23:47:00
43,used_advanced_feature,2024-02-24 06:13:00
43,browsed_pricing,2024-02-27 16:00:00
44,visited_homepage,2024-01-16 15:00:00
44,viewed_feature,2024-01-19 10:45:00
44,returned_visit,2024-01-19 17:58:00
44,viewed_feature,2024-01-31 05:11:00
44,viewed_feature,2024-02-11 16:26:00
44,returned_visit,2024-02-17 01:04:00
44,used_advanced_feature,2024-02-22 23:58:00
45,visited_homepage,2024-01-28 19:00:00
45,returned_visit,2024-02-04 06:27:00
45,viewed_feature,2024-02-06 14:11:00
45,viewed_feature,2024-02-12 09:36:00
45,viewed_feature,2024-02-13 18:25:00
45,returned_visit,2024-02-13 21:44:00
45,viewed_feature,2024-02-15 16:59:00
45,returned_visit,2024-02-16 19:29:00
45,viewed_feature,2024-02-22 09:59:00
45,clicked_upgrade,2024-02-26 17:58:00
45,used_advanced_feature,2024-02-28 02:15:00
45,viewed_feature,2024-03-06 12:23:00
46,visited_homepage,2024-01-31 12:00:00
46,used_advanced_feature,2024-02-01 05:14:00
46,viewed_feature,2024-02-20 12:09:00
46,clicked_upgrade,2024-02-22 16:50:00
46,viewed_feature,2024-02-26 14:19:00
46,returned_visit,2024-03-04 16:39:00
46,returned_visit,2024-03-11 09:52:00
47,visited_homepage,2024-02-22 19:00:00
47,returned_visit,2024-02-29 16:01:00
47,viewed_feature,2024-03-08 12:07:00
47,browsed_pricing,2024-04-02 14:39:00
48,visited_homepage,2024-03-11 20:00:00
48,viewed_feature,2024-03-19 06:10:00
48,clicked_upgrade,2024-03-24 18:12:00
48,viewed_feature,2024-03-28 19:28:00
48,used_advanced_feature,2024-04-02 01:30:00
48,viewed_feature,2024-04-05 18:57:00
48,browsed_pricing,2024-04-19 19:40:00
49,visited_homepage,2024-01-27 19:00:00
49,browsed_pricing,2024-02-03 03:43:00
49,viewed_feature,2024-02-06 01:27:00
49,viewed_feature,2024-02-10 11:33:00
49,browsed_pricing,2024-02-20 11:04:00
49,clicked_upgrade,2024-02-26 06:08:00
50,visited_homepage,2024-03-21 18:00:00
50,used_advanced_feature,2024-04-05 05:02:00
50,browsed_pricing,2024-04-06 10:07:00
50,used_advanced_feature,2024-04-11 02:40:00
50,viewed_feature,2024-04-12 16:45:00
50,viewed_feature,2024-04-25 13:09:00
50,browsed_pricing,2024-04-28 00:05:00
50,browsed_pricing,2024-04-30 05:52:00
51,visited_homepage,2024-01-07 12:00:00
51,viewed_feature,2024-01-12 04:20:00
51,viewed_feature,2024-02-01 04:46:00
51,browsed_pricing,2024-02-14 17:41:00
51,viewed_feature,2024-02-15 22:48:00
52,visited_homepage,2024-01-15 10:00:00
52,viewed_feature,2024-02-12 22:09:00
52,clicked_upgrade,2024-02-14 08:01:00
53,visited_homepage,2024-03-16 10:00:00
53,returned_visit,2024-03-27 14:36:00
53,returned_visit,2024-04-04 04:24:00
53,viewed_feature,2024-04-09 07:24:00
53,viewed_feature,2024-04-15 20:51:00
54,visited_homepage,2024-02-24 09:00:00
54,viewed_feature,2024-02-26 13:20:00
54,returned_visit,2024-02-28 16:02:00
54,viewed_feature,2024-03-16 21:16:00
54,clicked_upgrade,2024-04-02 06:33:00
55,visited_homepage,2024-03-12 15:00:00
55,browsed_pricing,2024-03-13 04:59:00
55,viewed_feature,2024-03-14 23:37:00
55,clicked_upgrade,2024-03-20 08:10:00
55,browsed_pricing,2024-03-26 23:20:00
55,viewed_feature,2024-04-03 06:30:00
55,browsed_pricing,2024-04-03 17:38:00
55,viewed_feature,2024-04-08 11:12:00
55,browsed_pricing,2024-04-14 08:35:00
55,browsed_pricing,2024-04-19 04:06:00
56,visited_homepage,2024-01-02 19:00:00
56,viewed_feature,2024-01-06 10:12:00
56,viewed_feature,2024-01-09 11:05:00
56,browsed_pricing,2024-01-11 12:26:00
56,viewed_feature,2024-01-20 02:15:00
56,returned_visit,2024-01-24 15:52:00
56,clicked_upgrade,2024-01-26 01:34:00
56,viewed_feature,2024-01-26 13:29:00
56,browsed_pricing,2024-01-31 05:55:00
56,clicked_upgrade,2024-02-07 14:18:00
56,clicked_upgrade,2024-02-10 11:38:00
56,used_advanced_feature,2024-02-12 04:15:00
57,visited_homepage,2024-02-13 11:00:00
57,returned_visit,2024-02-16 11:39:00
57,viewed_feature,2024-02-17 06:34:00
57,returned_visit,2024-02-24 11:01:00
57,viewed_feature,2024-03-16 13:32:00
57,viewed_feature,2024-03-19 17:24:00
57,viewed_feature,2024-03-21 07:12:00
58,visited_homepage,2024-02-28 14:00:00
58,viewed_feature,2024-03-10 02:43:00
58,viewed_feature,2024-03-13 01:29:00
58,clicked_upgrade,2024-03-14 06:03:00
58,viewed_feature,2024-03-28 13:09:00
58,browsed_pricing,2024-03-30 01:19:00
59,visited_homepage,2024-02-25 13:00:00
59,returned_visit,2024-02-25 14:05:00
59,used_advanced_feature,2024-03-24 15:11:00
59,clicked_upgrade,2024-03-31 21:36:00
59,viewed_feature,2024-04-05 22:43:00
60,visited_homepage,2024-01-26 09:00:00
60,returned_visit,2024-01-29 21:52:00
60,viewed_feature,2024-02-01 05:37:00
61,visited_homepage,2024-02-20 11:00:00
61,clicked_upgrade,2024-02-21 22:55:00
61,viewed_feature,2024-02-27 06:44:00
61,viewed_feature,2024-03-06 16:36:00
61,returned_visit,2024-03-16 18:38:00
61,clicked_upgrade,2024-03-27 21:43:00
61,viewed_feature,2024-03-30 07:17:00
62,visited_homepage,2024-03-25 09:00:00
62,browsed_pricing,2024-04-10 02:31:00
62,used_advanced_feature,2024-04-26 04:05:00
62,viewed_feature,2024-04-27 01:26:00
63,visited_homepage,2024-02-26 09:00:00
63,viewed_feature,2024-03-04 21:58:00
63,viewed_feature,2024-03-21 23:55:00
63,viewed_feature,2024-04-01 08:54:00
63,returned_visit,2024-04-01 16:58:00
63,viewed_feature,2024-04-06 03:06:00
64,visited_homepage,2024-02-19 14:00:00
64,viewed_feature,2024-03-01 16:49:00
64,used_advanced_feature,2024-03-06 19:48:00
64,clicked_upgrade,2024-03-11 14:33:00
64,browsed_pricing,2024-03-14 07:24:00
64,used_advanced_feature,2024-03-20 03:13:00
64,clicked_upgrade,2024-03-22 07:46:00
64,used_advanced_feature,2024-03-23 04:49:00
64,viewed_feature,2024-03-26 03:21:00
64,browsed_pricing,2024-03-31 12:45:00
65,visited_homepage,2024-01-13 14:00:00
65,used_advanced_feature,2024-01-18 16:11:00
65,used_advanced_feature,2024-01-21 07:10:00
65,viewed_feature,2024-01-28 22:21:00
65,clicked_upgrade,2024-02-02 05:49:00
65,viewed_feature,2024-02-03 15:48:00
65,viewed_feature,2024-02-17 06:12:00
66,visited_homepage,2024-01-19 11:00:00
66,used_advanced_feature,2024-01-23 01:09:00
66,used_advanced_feature,2024-01-31 00:03:00
66,viewed_feature,2024-02-04 16:58:00
66,viewed_feature,2024-02-06 15:10:00
66,clicked_upgrade,2024-02-07 14:40:00
66,returned_visit,2024-02-08 19:16:00
66,browsed_pricing,2024-02-09 17:34:00
66,viewed_feature,2024-02-12 12:45:00
66,used_advanced_feature,2024-02-12 23:34:00
66,used_advanced_feature,2024-02-21 07:39:00
67,visited_homepage,2024-03-22 08:00:00
67,viewed_feature,2024-03-23 02:17:00
67,returned_visit,2024-03-29 05:04:00
67,viewed_feature,2024-04-13 11:01:00
67,viewed_feature,2024-04-14 07:22:00
67,viewed_feature,2024-04-19 05:38:00
68,visited_homepage,2024-01-02 08:00:00
68,viewed_feature,2024-01-07 11:31:00
68,viewed_feature,2024-01-13 02:07:00
68,used_advanced_feature,2024-01-22 01:03:00
68,used_advanced_feature,2024-01-31 15:39:00
68,returned_visit,2024-02-06 03:01:00
69,visited_homepage,2024-02-21 17:00:00
69,browsed_pricing,2024-03-27 13:28:00
70,visited_homepage,2024-02-14 16:00:00
70,returned_visit,2024-02-20 00:56:00
70,returned_visit,2024-02-25 10:33:00
70,viewed_feature,2024-02-26 04:40:00
70,viewed_feature,2024-03-02 04:19:00
70,viewed_feature,2024-03-05 16:24:00
70,clicked_upgrade,2024-03-06 09:28:00
70,returned_visit,2024-03-07 15:49:00
70,viewed_feature,2024-03-07 16:51:00
70,browsed_pricing,2024-03-13 00:46:00
70,viewed_feature,2024-03-21 20:03:00
70,used_advanced_feature,2024-03-25 00:21:00
71,visited_homepage,2024-02-18 09:00:00
71,viewed_feature,2024-02-19 04:53:00
71,returned_visit,2024-02-19 23:29:00
71,clicked_upgrade,2024-02-20 22:20:00
71,used_advanced_feature,2024-02-24 14:43:00
71,viewed_feature,2024-02-29 21:25:00
71,used_advanced_feature,2024-03-12 13:48:00
71,returned_visit,2024-03-27 21:15:00
71,returned_visit,2024-03-28 07:09:00
71,returned_visit,2024-03-28 07:20:00
71,clicked_upgrade,2024-03-29 05:02:00
72,visited_homepage,2024-02-26 14:00:00
72,returned_visit,2024-03-08 22:29:00
72,returned_visit,2024-03-09 09:13:00
72,browsed_pricing,2024-03-24 15:46:00
72,used_advanced_feature,2024-04-01 03:20:00
72,used_advanced_feature,2024-04-04 20:14:00
72,clicked_upgrade,2024-04-06 21:59:00
73,visited_homepage,2024-02-19 18:00:00
73,viewed_feature,2024-02-28 10:29:00
73,used_advanced_feature,2024-03-08 14:31:00
73,browsed_pricing,2024-03-09 01:42:00
73,browsed_pricing,2024-03-09 22:55:00
73,viewed_feature,2024-03-14 11:08:00
73,used_advanced_feature,2024-03-28 07:42:00
74,visited_homepage,2024-03-27 13:00:00
74,used_advanced_feature,2024-04-17 02:55:00
75,visited_homepage,2024-01-04 16:00:00
75,returned_visit,2024-01-06 11:18:00
75,viewed_feature,2024-01-16 02:16:00
75,used_advanced_feature,2024-02-11 10:24:00
75,returned_visit,2024-02-14 07:17:00
76,visited_homepage,2024-03-08 18:00:00
76,returned_visit,2024-03-14 05:28:00
76,viewed_feature,2024-04-02 15:59:00
76,viewed_feature,2024-04-14 14:22:00
76,viewed_feature,2024-04-18 16:14:00
77,visited_homepage,2024-01-12 13:00:00
77,used_advanced_feature,2024-01-15 22:43:00
77,returned_visit,2024-01-22 00:22:00
77,viewed_feature,2024-01-27 08:49:00
77,used_advanced_feature,2024-01-31 03:58:00
77,viewed_feature,2024-02-18 17:42:00
78,visited_homepage,2024-01-22 09:00:00
78,viewed_feature,2024-01-26 15:29:00
78,returned_visit,2024-02-07 01:04:00
78,used_advanced_feature,2024-02-09 20:51:00
78,viewed_feature,2024-02-21 01:35:00
78,used_advanced_feature,2024-02-22 16:31:00
78,returned_visit,2024-02-26 15:54:00
79,visited_homepage,2024-03-30 16:00:00
79,viewed_feature,2024-04-01 07:10:00
79,used_advanced_feature,2024-04-02 06:09:00
79,viewed_feature,2024-04-04 18:13:00
79,used_advanced_feature,2024-04-05 22:41:00
79,viewed_feature,2024-04-07 04:34:00
79,viewed_feature,2024-04-19 09:19:00
79,viewed_feature,2024-04-19 17:07:00
79,viewed_feature,2024-04-21 04:33:00
79,viewed_feature,2024-04-21 12:40:00
79,returned_visit,2024-04-28 06:54:00
80,visited_homepage,2024-01-04 18:00:00
80,viewed_feature,2024-01-13 09:47:00
80,browsed_pricing,2024-01-16 11:16:00
80,used_advanced_feature,2024-01-17 20:15:00
80,viewed_feature,2024-01-18 14:54:00
80,viewed_feature,2024-01-21 15:25:00
80,browsed_pricing,2024-01-26 20:18:00
80,returned_visit,2024-01-29 02:32:00
81,visited_homepage,2024-01-12 13:00:00
81,viewed_feature,2024-01-30 01:30:00
81,used_advanced_feature,2024-02-09 21:41:00
81,browsed_pricing,2024-02-12 13:24:00
81,viewed_feature,2024-02-20 13:06:00
82,visited_homepage,2024-01-04 18:00:00
82,clicked_upgrade,2024-01-10 05:13:00
82,used_advanced_feature,2024-01-15 09:09:00
82,returned_visit,2024-01-18 00:16:00
82,browsed_pricing,2024-02-04 14:50:00
82,viewed_feature,2024-02-05 08:34:00
83,visited_homepage,2024-01-07 16:00:00
83,used_advanced_feature,2024-01-15 01:08:00
83,returned_visit,2024-01-31 15:44:00
83,browsed_pricing,2024-02-02 06:32:00
83,returned_visit,2024-02-08 11:45:00
83,viewed_feature,2024-02-15 11:54:00
83,browsed_pricing,2024-02-16 13:20:00
83,viewed_feature,2024-02-17 14:00:00
84,visited_homepage,2024-01-10 09:00:00
84,viewed_feature,2024-01-13 02:04:00
84,used_advanced_feature,2024-01-13 22:31:00
84,used_advanced_feature,2024-01-15 14:13:00
84,returned_visit,2024-01-29 13:37:00
84,viewed_feature,2024-02-10 00:57:00
85,visited_homepage,2024-03-28 12:00:00
85,clicked_upgrade,2024-03-29 13:46:00
85,browsed_pricing,2024-04-01 16:00:00
85,returned_visit,2024-04-14 21:08:00
85,used_advanced_feature,2024-04-21 18:15:00
85,used_advanced_feature,2024-04-22 11:52:00
85,clicked_upgrade,2024-04-24 14:46:00
85,used_advanced_feature,2024-04-26 10:19:00
85,viewed_feature,2024-04-26 12:39:00
86,visited_homepage,2024-01-15 10:00:00
86,viewed_feature,2024-01-24 12:38:00
86,viewed_feature,2024-01-27 06:06:00
86,viewed_feature,2024-02-03 13:46:00
86,returned_visit,2024-02-22 07:19:00
87,visited_homepage,2024-03-24 13:00:00
87,returned_visit,2024-03-27 14:47:00
87,viewed_feature,2024-04-02 03:38:00
87,viewed_feature,2024-04-09 05:19:00
87,used_advanced_feature,2024-04-15 19:17:00
87,viewed_feature,2024-04-22 06:53:00
87,used_advanced_feature,2024-04-26 17:13:00
87,browsed_pricing,2024-04-27 15:17:00
87,used_advanced_feature,2024-05-02 15:12:00
87,viewed_feature,2024-05-02 16:01:00
87,viewed_feature,2024-05-03 18:40:00
88,visited_homepage,2024-03-11 19:00:00
88,used_advanced_feature,2024-03-14 05:51:00
88,viewed_feature,2024-03-18 00:58:00
88,viewed_feature,2024-03-23 03:41:00
88,viewed_feature,2024-03-28 15:57:00
89,visited_homepage,2024-01-13 09:00:00
89,used_advanced_feature,2024-02-20 22:40:00
90,visited_homepage,2024-02-24 17:00:00
90,used_advanced_feature,2024-02-26 18:12:00
90,browsed_pricing,2024-03-06 00:19:00
90,browsed_pricing,2024-03-07 07:41:00
90,viewed_feature,2024-03-18 06:48:00
90,viewed_feature,2024-03-25 06:38:00
90,viewed_feature,2024-04-01 02:02:00
91,visited_homepage,2024-01-28 16:00:00
91,viewed_feature,2024-01-31 04:19:00
91,viewed_feature,2024-02-03 17:46:00
91,viewed_feature,2024-02-09 15:47:00
91,viewed_feature,2024-02-20 01:16:00
91,viewed_feature,2024-02-21 22:00:00
91,viewed_feature,2024-03-02 13:18:00
91,clicked_upgrade,2024-03-08 18:11:00
92,visited_homepage,2024-02-08 20:00:00
92,browsed_pricing,2024-02-13 02:20:00
93,visited_homepage,2024-01-18 18:00:00
93,viewed_feature,2024-01-21 13:02:00
93,viewed_feature,2024-01-24 18:10:00
93,viewed_feature,2024-02-07 17:19:00
93,returned_visit,2024-02-13 09:42:00
93,viewed_feature,2024-02-26 21:30:00
93,viewed_feature,2024-02-27 05:17:00
94,visited_homepage,2024-03-02 10:00:00
94,used_advanced_feature,2024-03-04 01:49:00
94,browsed_pricing,2024-03-08 09:40:00
94,returned_visit,2024-03-14 17:40:00
94,viewed_feature,2024-03-20 22:49:00
94,clicked_upgrade,2024-04-09 09:08:00
95,visited_homepage,2024-03-15 19:00:00
95,viewed_feature,2024-03-24 10:49:00
95,viewed_feature,2024-03-25 15:14:00
95,browsed_pricing,2024-04-08 07:04:00
95,returned_visit,2024-04-09 18:45:00
95,returned_visit,2024-04-22 10:17:00
96,visited_homepage,2024-03-06 14:00:00
96,clicked_upgrade,2024-03-06 23:44:00
96,used_advanced_feature,2024-03-27 03:16:00
96,browsed_pricing,2024-03-28 05:03:00
97,visited_homepage,2024-02-17 12:00:00
97,used_advanced_feature,2024-02-25 10:36:00
97,viewed_feature,2024-03-03 17:44:00
97,returned_visit,2024-03-05 04:57:00
97,browsed_pricing,2024-03-06 09:03:00
97,viewed_feature,2024-03-12 13:32:00
97,viewed_feature,2024-03-16 23:30:00
97,viewed_feature,2024-03-20 17:31:00
97,returned_visit,2024-03-25 19:46:00
97,returned_visit,2024-03-26 09:53:00
98,visited_homepage,2024-01-17 09:00:00
98,browsed_pricing,2024-01-20 10:38:00
98,used_advanced_feature,2024-01-27 00:11:00
98,viewed_feature,2024-01-28 22:08:00
98,viewed_feature,2024-02-06 15:31:00
98,viewed_feature,2024-02-09 21:15:00
98,used_advanced_feature,2024-02-17 13:41:00
98,viewed_feature,2024-02-20 23:17:00
98,returned_visit,2024-02-26 01:48:00
99,visited_homepage,2024-01-06 08:00:00
99,browsed_pricing,2024-01-16 04:36:00
99,browsed_pricing,2024-01-17 03:27:00
99,viewed_feature,2024-01-31 04:34:00
99,browsed_pricing,2024-02-11 08:39:00
100,visited_homepage,2024-03-27 19:00:00
100,viewed_feature,2024-03-29 08:40:00
100,viewed_feature,2024-05-04 14:48:00
100,viewed_feature,2024-05-06 20:02:00
101,visited_homepage,2024-02-16 19:00:00
101,used_advanced_feature,2024-02-20 00:25:00
101,viewed_feature,2024-02-21 21:12:00
101,browsed_pricing,2024-03-10 12:29:00
101,viewed_feature,2024-03-21 12:45:00
101,browsed_pricing,2024-03-27 12:46:00
101,viewed_feature,2024-03-28 06:55:00
102,visited_homepage,2024-01-16 18:00:00
102,viewed_feature,2024-01-18 08:45:00
102,viewed_feature,2024-01-28 01:48:00
102,returned_visit,2024-02-03 16:05:00
102,returned_visit,2024-02-12 13:03:00
102,viewed_feature,2024-02-21 11:13:00
